contest	task	problem_url	editorial_url	reusable_parts	recipe	problem_specific_core	tool	current	missing	pitfalls	reviewer	reviewed_on	status	notes
abc428	g	https://atcoder.jp/contests/abc428/tasks/abc428_g	https://atcoder.jp/contests/abc428/editorial/14241	Dirichlet convolution and logarithm; Polya enumeration by product	count oriented necklaces grouped by the product of element weights	Dirichlet級数の対数でprimitive列を集約し巡回長ごとのphi係数を合成	math/dirichlet.hpp product_necklace_counts	C++23 modint and linear sieve	none	frequency[1]=0; 回転のみ同一視し反転は区別; 同じ重みの宝石も種類を区別; omega微分; 長さ係数phi(d)/d	Codex	2026-07-16	reviewed	汎用Dirichlet畳み込み・逆元・対数と積necklace APIを追加し全列挙property test・公式sample相当を確認
abc429	c	https://atcoder.jp/contests/abc429/tasks/abc429_c	https://atcoder.jp/contests/abc429/editorial/14283	frequency counting; combinations	count triples containing exactly one duplicated value	値ごとの頻度fについてC(f,2)*(N-f)を合計する	none	C++23 frequency array	none	同じtripleの重複計上なし; 全要素同値; 答え64bit	Codex	2026-07-16	reviewed	単純な頻度式だけでライブラリを使わないためverifyも追加しない
abc429	d	https://atcoder.jp/contests/abc429/tasks/abc429_d	https://atcoder.jp/contests/abc429/editorial/14279	circular two pointers; coordinate run compression	sum threshold-crossing window totals over all circular start positions	人がいる地点へ圧縮し各始点の閾値到達prefixを尺取り、同じ結果の座標区間長を掛ける	algorithm/twopointer.hpp circular_threshold_windows	C++23 circular sliding window	none	同一点の重複; 最後から最初へのgap; 停止地点の全員を加算; Mが巨大; 積は64bit; target<=一周和	Codex	2026-07-16	reviewed	汎用円環閾値prefix APIを追加、random brute・公式sample 2件一致、judge AC未確認
abc429	e	https://atcoder.jp/contests/abc429/tasks/abc429_e	https://atcoder.jp/contests/abc429/editorial/14284	multi-source BFS with distinct source labels	find the two nearest distinct safe sources for every vertex	各頂点が異なる始点labelをCount個受理するまで多点始点BFSを伝播する	graph/shortestpath.hpp nearest_sources_bfs	C++23 labeled BFS	none	同じ始点の重複到達; 距離同率; 始点数不足; 一つの頂点をCount回まで展開; 辺重みは無視	Codex	2026-07-16	reviewed	異なる近傍始点を固定個数求める汎用BFSを追加、random graphを全始点BFS比較・公式sample 2件一致、judge AC未確認
abc429	f	https://atcoder.jp/contests/abc429/tasks/abc429_f	https://atcoder.jp/contests/abc429/editorial/14274	min-plus transfer matrices; point-update Segment Tree	maintain shortest paths in a fixed-height grid under wall toggles	各列の通行可能区間を行間遷移行列にし列順にmin-plus合成する	recipe/monotonegridshortestpath.hpp monotonegridshortestpath	C++23 fixed-size matrix and Segment Tree	none	一般gridでは左移動が必要な場合あり; 始終点の壁; 行列の合成順; 到達不能値; 横移動数の加算	Codex	2026-07-16	reviewed	汎用固定高さ列単調grid最短路を追加、random wall toggleを愚直BFS比較・公式sample 2件一致、judge AC未確認
abc429	g	https://atcoder.jp/contests/abc429/tasks/abc429_g	https://atcoder.jp/contests/abc429/editorial/14242	monoid floor product; CRT split into invertible and nilpotent moduli	sum powers whose exponents are a modular linear progression	Floor Sumの格子経路モノイド積で互いに素部分を処理し冪零部分は低指数の逆像だけ列挙	math/floorproduct.hpp floor_product; math/modularsum.hpp sum_power_mod_linear	C++23 dynamic modint and CRT	none	合成数法; baseと法が非互いに素; a=0; mod=1; floor_productの積順; 128bit中間値	Codex	2026-07-16	reviewed	汎用Floor Productと線形剰余指数冪和APIを追加し10万random愚直property test・公式sample一致
abc430	c	https://atcoder.jp/contests/abc430/tasks/abc430_c	https://atcoder.jp/contests/abc430/editorial/14438	two monotone frequency boundaries; two pointers	count subarrays with one predicate frequency at least A and another below B	各左端についてP,Qが閾値へ初到達する右端を二本の尺取りで求め差を加算	algorithm/twopointer.hpp count_subarrays_frequency_constraints	C++23 two pointers	none	閾値は1以上; predicate重複可; 空配列; 右端exclusive; long long count	Codex	2026-07-16	reviewed	汎用二種類出現数制約subarray APIを追加、random brute・公式2 sample確認、judge AC未確認
abc430	d	https://atcoder.jp/contests/abc430/tasks/abc430_d	https://atcoder.jp/contests/abc430/editorial/14329	ordered set neighbors; local differential update; sum of nearest-neighbor distances	maintain the total nearest-other distance under point insertion and deletion	更新点と昇順隣接点だけの寄与を削除前後に再計算する	structure/nearestset.hpp nearestset	C++23 ordered set	none	集合1点以下; 重複追加; 削除; 端点; 負座標; 距離と総和の型	Codex	2026-07-16	reviewed	汎用動的最寄り距離総和setを追加、random add/erase brute・公式sample確認、judge AC未確認
abc430	e	https://atcoder.jp/contests/abc430/tasks/abc430_e	https://atcoder.jp/contests/abc430/editorial/14330	cyclic shift matching; KMP on source+source	find the minimum left rotation turning one sequence into another	targetをsource+sourceの先頭2n-1要素からKMP検索し最初の開始位置を返す	string/rotation.hpp rotation_distance	C++23 KMP	none	同じ周期shiftが複数; shift nは0と同一; 不可能; 空列; 長さ一致	Codex	2026-07-16	reviewed	汎用最小巡回shift距離APIを追加、全rotation property test・公式sample確認、judge AC未確認
abc430	f	https://atcoder.jp/contests/abc430/tasks/abc430_f	https://atcoder.jp/contests/abc430/editorial/14331	linear extensions of an oriented path poset; possible rank intervals	count which labels can occupy each position under adjacent-label precedence constraints	左右の同方向run長から各valueの必須先行・後続数を求め可能位置区間をimosで集計	algorithm/permutation.hpp path_order_positions	C++23 linear scan	none	Rをforwardへ変換; valueとpositionのindex; n=1; 可能位置の区間性; 一般DAGには非対応	Codex	2026-07-16	reviewed	汎用path poset可能位置APIを追加、全orientation brute・公式sample確認、judge AC未確認
abc430	g	https://atcoder.jp/contests/abc430/tasks/abc430_g	https://atcoder.jp/contests/abc430/editorial/14300	set union/intersection beats; range set insertion and deletion	range modify a sequence of small-universe sets and query maximum cardinality	区間の和集合・積集合で更新対象bitが一様か判定し失敗時だけ子へ降りる	recipe/setsegtree.hpp setsegtree	C++23 custom Segment Tree Beats	none	要素番号を0-indexed bitへ変換; 追加削除の冪等性; lazy合成順; 最大達成数; 償却計算量	Codex	2026-07-16	reviewed	汎用区間集合更新Beatsを追加しランダム愚直property test・公式sample一致
abc431	c	https://atcoder.jp/contests/abc431/tasks/abc431_c	https://atcoder.jp/contests/abc431/editorial/14535	greedy threshold matching; exchange argument	decide whether at least K ordered-compatible pairs exist	軽い左K個と重い右K個をそれぞれ昇順対応して全条件を確認する	none	C++23 sort and compare	none	等号を許す; K個の選択方向; 同じ側での重複; NとMが異なる; O(n log n)	Codex	2026-07-16	reviewed	短いsort greedyだけでライブラリを使わないためverifyも追加しない
abc431	d	https://atcoder.jp/contests/abc431/tasks/abc431_d	https://atcoder.jp/contests/abc431/editorial/14536	baseline transformation; signed-value 0/1 knapsack	assign every item to one of two sides under a half-total weight bound	全品物を体に置き頭へ移す品物の価値差を容量floor(total/2)で最大化する	dp/knapsack.hpp knapsack01	C++23 capacity DP	none	頭重量<=体重量; capacityは総重量半分; 価値差が負; baseline加算; 答え64bit	Codex	2026-07-16	reviewed	既存0/1 knapsackを再利用し公式sample 4件一致
abc431	e	https://atcoder.jp/contests/abc431/tasks/abc431_e	https://atcoder.jp/contests/abc431/editorial/14483	implicit state graph; 0-1 BFS; direction automaton	minimum edits along a ray path with local transition choices	マスと出射方向を状態にし現在鏡ならcost0・変更ならcost1の遷移を列挙する	graph/shortestpath.hpp implicit zero_one_bfs	C++23 implicit 0-1 BFS	none	入射方向と出射方向; 逆向きは禁止; source/sink; B/Cの反射; 全case HW総和	Codex	2026-07-16	reviewed	暗黙graph版0-1 BFSを追加し明示graph property test・公式sample一致
abc431	f	https://atcoder.jp/contests/abc431/tasks/abc431_f	https://atcoder.jp/contests/abc431/editorial/14492	multiset insertion counting; sliding value window; combinations	count distinct permutations under a bounded adjacent decrease	値昇順に同値要素を許される直後位置へ分配し重複組合せを掛ける	algorithm/permutation.hpp count_permutations_max_drop	C++23 sorted groups and combinations	none	重複要素を区別しない; windowは[value-D,value); D=0; 値の欠番; n<mod	Codex	2026-07-16	reviewed	汎用減少幅制約順列APIを追加し全順列property test・公式sample 3件一致
abc431	g	https://atcoder.jp/contests/abc431/tasks/abc431_g	https://atcoder.jp/contests/abc431/editorial/14534	lexicographic effect of one swap; offline rank selection; order statistics	answer ranks among all sequences produced by exactly one swap	元より小・同一・大へ分けtuple順をFenwick Treeでoffline選択する	algorithm/permutation.hpp one_swap_lexicographic_pairs	C++23 offline Fenwick order statistics	none	同じ列を作るswapも別に数える; 1-index query変換; equal区間; smallerとgreaterのtuple順; 64bit順位	Codex	2026-07-16	reviewed	重い1回swap辞書順queryを追加し全swap実体ソートproperty test・公式sample 1一致
abc432	c	https://atcoder.jp/contests/abc432/tasks/abc432_c	https://atcoder.jp/contests/abc432/editorial/14575	linear Diophantine feasibility; extremal baseline	maximize bounded integer variables under equal affine values	最小Aiを基準に必要な大型飴数差が整数かつ範囲内か判定する	none	C++23 arithmetic scan	none	Y-Xで割り切れるか; 非負制約; 最小Ai; 乗算64bit; 答え64bit	Codex	2026-07-16	reviewed	単発の数式変形のみでライブラリを使わないため新方針によりverifyも追加しない
abc432	d	https://atcoder.jp/contests/abc432/tasks/abc432_d	https://atcoder.jp/contests/abc432/editorial/14576	rectangle splitting and translation; edge adjacency; DSU	track a transformed grid region as disjoint half-open rectangles	各嵐で長方形を境界分割・平行移動し辺接触graphの連結成分面積を求める	geometry/rectangleunion.hpp; structure/dsu.hpp	C++23 rectangle list and DSU	none	半開座標; 逆写像の移動符号; 点接触は非隣接; 面積64bit; 最大長方形数	Codex	2026-07-16	reviewed	汎用長方形操作を追加し公式sample 2件一致
abc432	e	https://atcoder.jp/contests/abc432/tasks/abc432_e	https://atcoder.jp/contests/abc432/editorial/14572	dynamic value multiset; count and sum by threshold	sum all values after clamping into a query interval	lower未満の個数・区間内和・upper超過個数を合成する	structure/orderstatistic.hpp clamp_sum	C++23 offline universe and Fenwick trees	none	l>rなら常にl; endpointを含む; 更新前をerase; 答え64bit; 値0	Codex	2026-07-16	reviewed	clamp後総和を動的multisetへ追加しproperty test・公式sample一致
abc432	f	https://atcoder.jp/contests/abc432/tasks/abc432_f	https://atcoder.jp/contests/abc432/editorial/14577	maximum zero-sum subset partition; reconstruction; balancing transfers	minimize transfer edges by maximizing independently balanced groups	平均からの偏差を零和groupへ最大分割し各groupを降順chainで均す	dp/subset.hpp max_zero_sum_partition	C++23 O(N 2^N) bit DP	none	総和のN整除; 最大group数; 復元順; zは正; 操作時点の所持数; N=20 memory	Codex	2026-07-16	reviewed	零和最大分割APIを追加しO(3^n)愚直property test・公式sampleの最小操作解を確認
abc432	g	https://atcoder.jp/contests/abc432/tasks/abc432_g	https://atcoder.jp/contests/abc432/editorial/14573	frequency compression; binomial transform; convolution	sum binomial coefficients over two multisets	B頻度のbinomial transformを求めA各値で参照する	fps/transform.hpp binomial_transform	C++23 NTT binomial transform	none	同値の重複頻度; Ai<Biは自動的に0; 最大値まで確保; 998244353; 項数は法未満	Codex	2026-07-16	reviewed	既存二項変換を再利用し公式sample 3件一致
abc433	c	https://atcoder.jp/contests/abc433/tasks/abc433_c	https://atcoder.jp/contests/abc433/editorial/14639	run-length encoding; adjacent run boundary contribution	count structured substrings formed by two constant runs	隣接runが数字d,d+1なら二つのrun長の最小値を加える	string/runlength.hpp runlength	C++23 run-length encoding	none	9から10へは不可; 開始位置を数える; 長さ2; 答えは64bit	Codex	2026-07-16	reviewed	既存RLEを再利用し公式sample一致
abc433	d	https://atcoder.jp/contests/abc433/tasks/abc433_d	https://atcoder.jp/contests/abc433/editorial/14637	digit-length remainder grouping; modular concatenation pair counting	count ordered pairs whose base-b concatenation meets a congruence	右辺の桁数kごとにAj=-base^k*Ai mod Mを数える	math/decimal.hpp count_divisible_concatenations	C++23 sorted remainder groups	none	順序付きでi=jも含む; modulus=1; 1e9は10桁; 乗算overflow; base指定	Codex	2026-07-16	reviewed	base一般のAPIを追加し愚直property test・公式sample一致
abc433	e	https://atcoder.jp/contests/abc433/tasks/abc433_e	https://atcoder.jp/contests/abc433/editorial/14636	descending constrained permutation placement; release-time cell pool	construct a distinct-entry matrix with prescribed row and column maxima	値を降順処理しmin(Xi,Yj)が現在値以上になったcellを候補へ追加する	none	C++23 descending construction	none	最大値の重複; 共通最大値は交点に強制; 使用可能cellの追加順; 1..NMの置換	Codex	2026-07-16	reviewed	問題固有構成のためライブラリ・verifyは追加せず、ローカル愚直比較で方針確認
abc433	f	https://atcoder.jp/contests/abc433/tasks/abc433_f	https://atcoder.jp/contests/abc433/editorial/14594	prefix and suffix frequency; Vandermonde convolution; binomial coefficients	count two-block equal-symbol subsequences	一つ目のblock末尾を固定し左右頻度p,qからC(p+q,p+1)を加える	math/combination.hpp combination	C++23 prefix-suffix scan	none	数字9; 現在位置を左頻度から除く; 右は現在位置より後; mod; nまで前計算	Codex	2026-07-16	reviewed	既存combinationを再利用し公式sample一致
abc433	g	https://atcoder.jp/contests/abc433/tasks/abc433_g	https://atcoder.jp/contests/abc433/editorial/14604	suffix automaton; DAG impartial game; Grundy retrograde	play a normal game by extending a substring	Suffix Automaton状態と遷移をDAG局面と手にしてrootの勝敗を求める	string/suffixautomaton.hpp; game/dag.hpp	C++23 suffix automaton plus DAG Grundy	none	部分文字列の状態; 空文字root; SAM terminalでなく出次数0が敗北; 文字列全長; map遷移	Codex	2026-07-16	reviewed	DAG game APIを追加し愚直property test・公式sample一致
abc434	c	https://atcoder.jp/contests/abc434/tasks/abc434_c	https://atcoder.jp/contests/abc434/editorial/14685	reachable interval propagation; timed Lipschitz constraints	maintain feasible values under bounded-rate movement and interval observations	時刻差だけ可能高度区間を広げ各目標区間と交差する	none	C++23 interval scan	none	時刻差; 実数移動可; 高度正制約は入力下限で保たれる; 途中で空になっても入力を読む	Codex	2026-07-16	reviewed	短い汎用区間伝播としてverifyへ収録し公式sample一致
abc434	d	https://atcoder.jp/contests/abc434/tasks/abc434_d	https://atcoder.jp/contests/abc434/editorial/14669	2D difference array; unique coverage owner	count uncovered and exactly-once-covered cells after each rectangle removal	被覆数とID和を長方形加算し未被覆数+各ID単独被覆数を出す	structure/prefixsum.hpp differencearray2d	C++23 2D imos	none	閉長方形から半開へ変換; ID和は64bit; count=1だけowner参照; 2000^2 memory	Codex	2026-07-16	reviewed	汎用2次元差分配列を追加し愚直property test・公式sample一致
abc434	e	https://atcoder.jp/contests/abc434/tasks/abc434_e	https://atcoder.jp/contests/abc434/editorial/14684	coordinate graph; component vertex and edge counts	maximize distinct chosen endpoints when each edge chooses one endpoint	二移動先を辺とし各連結成分からmin(頂点数,辺数)を加える	graph/connectivity.hpp connected_components	C++23 coordinate compression and DFS	none	多重辺はcycleを作る; 孤立頂点なし; 座標は64bit; componentごとの辺数	Codex	2026-07-16	reviewed	連結成分結果へ辺数と木判定を追加し公式sample一致
abc434	f	https://atcoder.jp/contests/abc434/tasks/abc434_f	https://atcoder.jp/contests/abc434/editorial/14670	concatenation comparator; second lexicographic permutation concatenation	order strings by XY versus YX without repeatedly scanning long strings	Z-arrayで比較を短い側の長さに抑え全順列連結の2番目を復元する	string/concatenation.hpp second_concatenation	C++23 Z algorithm and sort	none	順列重複を別々に数える; 可換な隣接文字列; N=2; 一本だけ巨大な文字列	Codex	2026-07-16	reviewed	連結順APIを追加し全順列property test・公式sample一致
abc434	g	https://atcoder.jp/contests/abc434/tasks/abc434_g	https://atcoder.jp/contests/abc434/editorial/14660	segment-tree-guided non-closed merge; dynamic push-pop sequence	evaluate subarray stack programs under point updates despite lost suffix data	圧縮値で失う左列末尾をSegment Treeの子へ降りて復元しmergeする	recipe/stacksequence.hpp stacksequence	C++23 custom segment tree	none	空stackのpop; 右側popによる左suffix削除; 値0; 非可換query順; N=8e6 memory	Codex	2026-07-16	reviewed	push/pop操作列構造を追加し愚直property test・公式sample一致
abc435	c	https://atcoder.jp/contests/abc435/tasks/abc435_c	https://atcoder.jp/contests/abc435/editorial/14707	prefix closure; expanding right reach	propagate a contiguous influence interval from its left endpoint	倒れることが確定した右端を左から順にmax更新する	none	C++23 scan	none	半開右端; 最初のdominoだけ; reachがN超過; A_i=1	Codex	2026-07-16	reviewed	短い線形走査が最も明瞭なためverifyのみ、公式sample一致
abc435	d	https://atcoder.jp/contests/abc435/tasks/abc435_d	https://atcoder.jp/contests/abc435/editorial/14708	monotone multi-source reachability; reverse graph	answer whether a vertex can reach any incrementally added target	全辺を反転し黒頂点を始点として到達集合へ追加する	graph/monotonereachability.hpp monotonereachability	C++23 iterative DFS	none	辺の反転; 同じ始点の再追加; cycle; 孤立頂点; query全体線形	Codex	2026-07-16	reviewed	始点追加型の汎用到達集合を追加し愚直property test・公式sample一致
abc435	e	https://atcoder.jp/contests/abc435/tasks/abc435_e	https://atcoder.jp/contests/abc435/editorial/14733	disjoint interval union; covered length	maintain a sparse union under interval add and erase	白区間集合から各query区間を削除し残る被覆長を出す	structure/intervalset.hpp intervalset	C++23 ordered map	none	閉区間入力から半開区間へ変換; 分割; 完全包含; 同じ区間の再削除	Codex	2026-07-16	reviewed	追加削除と被覆長を持つ汎用区間集合を追加し愚直property test・公式sample一致
abc435	f	https://atcoder.jp/contests/abc435/tasks/abc435_f	https://atcoder.jp/contests/abc435/editorial/14734	max Cartesian Tree; downward path DP	turn recursive interval maxima into a binary-tree dynamic program	max Cartesian Treeで左右の子へ降りる添字距離和の最大値を求める	tree/cartesiantree.hpp cartesian_tree	C++23 monotone stack	none	max木を指定; 子DPを先に計算; N=1; 再帰stackを避ける	Codex	2026-07-16	reviewed	既存Cartesian Treeへ比較関数を追加し公式sample一致
abc435	g	https://atcoder.jp/contests/abc435/tasks/abc435_g	https://atcoder.jp/contests/abc435/editorial/14709	lazy affine transform over keyed values; interval events	maintain sparse keyed DP values under global affine updates and membership changes	偶奇別に全色DPをx->S-x変換し使用可能色の出入りだけ処理する	structure/affinemap.hpp affinemap	C++23 ordered map and modint	none	空配置を含む; C_kは二マスとも塗れる色; 偶奇別event; 累積scale非0	Codex	2026-07-16	reviewed	全value affine変換付きmapを追加し全列挙比較・公式sample一致
abc436	c	https://atcoder.jp/contests/abc436/tasks/abc436_c	https://atcoder.jp/contests/abc436/editorial/14833	sparse occupied coordinates; constant neighborhood collision	accept fixed-size shapes online on a huge sparse grid	2x2左上座標同士はChebyshev距離1以内で重なる	none	C++23 set	 none	Nを二次元配列化しない; 同一座標; 9近傍だけ確認	Codex	2026-07-16	reviewed	標準setの直接実装が短くverifyのみ、公式sample一致
abc436	d	https://atcoder.jp/contests/abc436/tasks/abc436_d	https://atcoder.jp/contests/abc436/editorial/14834	BFS with unit-cost hyperedges; one-time group expansion	shortest path with arbitrary moves inside labeled groups	同じ文字の全マスへのwarpを文字ごとに最初の一回だけ展開する	graph/hyperedge.hpp bfs_with_hyperedges	C++23 BFS	none	warpも1手; obstacle; 同じgroupを再展開しない; 最大100万頂点	Codex	2026-07-16	reviewed	group遷移付き汎用BFSを追加し明示clique property test・公式sample一致
abc436	e	https://atcoder.jp/contests/abc436/tasks/abc436_e	https://atcoder.jp/contests/abc436/editorial/14751	permutation cycle decomposition; minimum arbitrary swaps	count first swaps that split one permutation cycle	最短交換列の初手は同じcycle内の任意二頂点なのでcycleごとにC(size,2)	graph/functionalgraph.hpp functionalgraph	C++23 cycle decomposition	none	固定点cycleは寄与0; 別cycle交換は最短でない; 64bit組数	Codex	2026-07-16	reviewed	既存functional graphを再利用し公式sample一致
abc436	f	https://atcoder.jp/contests/abc436/tasks/abc436_f	https://atcoder.jp/contests/abc436/editorial/14750	left/right smaller counts; minimum-element contribution	count interval-threshold subsets by their unique worst rank	最も暗い星iを固定し左右から自身より明るい星を端点として選ぶ	structure/waveletmatrix.hpp count_less	C++23 wavelet matrix	none	Bはpermutation; 空写真除外; 左右端を選ばない場合を+1; 64bit	Codex	2026-07-16	reviewed	既存Wavelet Matrixで左右のrank countを取得し公式sample一致
abc436	g	https://atcoder.jp/contests/abc436/tasks/abc436_g	https://atcoder.jp/contests/abc436/editorial/14748	binary quotient-remainder contraction; generating function convolution	count nonnegative weighted solutions under a huge upper bound	x=2q+rへ分けrのsubset-sum分布を畳み込みながらMを半減する	dp/linearinequality.hpp count_nonnegative_weighted_sum_at_most	C++23 NTT convolution	none	正重みのみ; 重み総和依存; M=0; coefficient添字parity; mod	Codex	2026-07-16	reviewed	巨大上限線形不等式カウントAPIを追加し全探索property test・公式sample一致
abc437	c	https://atcoder.jp/contests/abc437/tasks/abc437_c	https://atcoder.jp/contests/abc437/editorial/14856	cardinality knapsack with equal values; greedy smallest costs	maximize selected count under one additive capacity	乗る個体のW+Pをcost・全Pを容量へ変形し小さい順に選ぶ	none	C++23 sort	none	選ばない側のPを二重に扱わない; 64bit和; 答え0	Codex	2026-07-16	reviewed	標準sort greedyが最短でverifyのみ、公式sample一致
abc437	d	https://atcoder.jp/contests/abc437/tasks/abc437_d	https://atcoder.jp/contests/abc437/editorial/14901	cross-sequence absolute difference sum	sum absolute differences over all cross pairs	一列をsortし各値の左右を二分探索してprefix和で寄与計算	algorithm/absolutedifference.hpp sum_cross_absolute	C++23 sort and prefix sum	none	全組和は64bit超過; 比較はmod前整数; 重複値境界	Codex	2026-07-16	reviewed	汎用二列絶対差和APIを追加し愚直property test・公式sample一致
abc437	e	https://atcoder.jp/contests/abc437/tasks/abc437_e	https://atcoder.jp/contests/abc437/editorial/14880	persistent append-only sequences; shared trie lexicographic order	order versions made by appending one symbol to an older version	同一prefixと同一列をtrie nodeで共有しpreorder列挙する	string/persistentsequence.hpp persistentsequenceorder	C++23 map trie	none	同値列はversion番号順; prefix列が先; 再帰深さN; 大きいsymbol	Codex	2026-07-16	reviewed	共有追加列辞書順APIを追加し実体列sort property test・公式sample一致
abc437	f	https://atcoder.jp/contests/abc437/tasks/abc437_f	https://atcoder.jp/contests/abc437/editorial/14891	45-degree Manhattan transform; dynamic range minmax	point update and farthest Manhattan distance in an index range	(x+y,x-y)各々の区間min/maxを四本のSegment Treeで管理する	utility/presetsegtree.hpp point_set_range_manhattan_max	C++23 segment tree	none	座標和差は64bit; 半開区間変換; 一点区間; 負座標	Codex	2026-07-16	reviewed	動的区間最遠Manhattan presetを追加し愚直property test・公式sample一致
abc437	g	https://atcoder.jp/contests/abc437/tasks/abc437_g	https://atcoder.jp/contests/abc437/editorial/14853	bipartite edge-state assignment by max flow; constructive scheduling	assign a state pair to every tree edge under per-vertex state counts	削除時の両端色を二部最大流で割当て実行可能辺をO(N^2)走査する	flow/maxflow.hpp maxflow	C++23 max flow and simulation	none	色順R-G-B; 左右orientation; flow edgeから操作復元; 構成順の存在証明	Codex	2026-07-16	reviewed	既存最大流を重い構成問題へ再利用しverifyコードを追加、公式sample条件確認
abc438	c	https://atcoder.jp/contests/abc438/tasks/abc438_c	https://atcoder.jp/contests/abc438/editorial/14947	adjacent equal-group reduction; stack normal form	reduce a sequence whenever k equal adjacent values meet	4個消去を左からのstack縮約として処理する	algorithm/groupreduce.hpp reduce_adjacent_groups	C++23 vector stack	none	消去後に両側が連結; k=1; 返る標準形; O(N)	Codex	2026-07-16	reviewed	汎用隣接群縮約APIを追加し全消去順property test・公式sample一致
abc438	d	https://atcoder.jp/contests/abc438/tasks/abc438_d	https://atcoder.jp/contests/abc438/editorial/14962	ordered nonempty contiguous phase partition	maximize additive scores after splitting a sequence into ordered phases	頭・胴・尾を順序固定の三つの非空区間へ分ける	dp/partition.hpp max_phase_partition	C++23 rolling DP	none	各phase非空; 負得点; n=phase数; 64bit和	Codex	2026-07-16	reviewed	O(pn)連続フェーズ分割APIを追加し全境界property test・公式sample一致
abc438	e	https://atcoder.jp/contests/abc438/tasks/abc438_e	https://atcoder.jp/contests/abc438/editorial/14964	weighted doubling; ordered path aggregate	jump a deterministic transition while aggregating edge values	人の遷移と各操作で加える現在の人番号を二分累乗する	structure/doubling.hpp weighteddoubling	C++23 binary lifting	none	遷移値は出発頂点側; 非可換演算の順序; step=0; 64bit和	Codex	2026-07-16	reviewed	経路値集約付きダブリングを追加し愚直property test・公式sample一致
abc438	f	https://atcoder.jp/contests/abc438/tasks/abc438_f	https://atcoder.jp/contests/abc438/editorial/14945	path membership; endpoint-side component size; mex tail sum	maintain the minimum path containing a growing vertex prefix	番号prefixを含む最小path端点を更新し含有pair数c_kを加える	tree/lca.hpp on_path; side_size	C++23 LCA	none	i<=jのunordered pair; k=1の一点path; prefixがpathに載らなくなった後; 64bit	Codex	2026-07-16	reviewed	LCAへパス所属と切断側サイズを追加し公式sample一致
abc438	g	https://atcoder.jp/contests/abc438/tasks/abc438_g	https://atcoder.jp/contests/abc438/editorial/14946	offline range capped sum; coprime cycle permutation	sum min(cap, values[i]) over many fixed-array ranges	gcdで周期を分割し互いに素な巡回列を全周期と高々二区間へ分ける	algorithm/rangemin.hpp offline_range_min_sum	C++23 offline Fenwick sweep	none	Kは1e18; gcd residueごとの長さ; 周期全体の係数; 積overflow; modulo	Codex	2026-07-16	reviewed	O((N+M)log(N+M))区間上限制約和APIを追加し愚直property test・公式sample一致
abc439	c	https://atcoder.jp/contests/abc439/tasks/abc439_c	https://atcoder.jp/contests/abc439/editorial/14993	output-sensitive lattice pair enumeration	count representations x^2+y^2 by enumerating points inside a quarter disk	x<yの正整数対を先に列挙し和ごとの表現数を2でcapして数える	none	C++23 nested loops	none	x>0かつx<y; 同じnの複数表現; N=1の空出力; int平方overflow	Codex	2026-07-16	reviewed	O(N)の短い直接列挙としてAPI化せず公式sample一致
abc439	d	https://atcoder.jp/contests/abc439/tasks/abc439_d	https://atcoder.jp/contests/abc439/editorial/14988	ratio grouping; middle-position exclusion counting	count triples of three roles sharing one scale while excluding middle-index cases	共通倍率tごとに7t・5t・3tの位置を集め全組合せからjが中央のものを引く	none	C++23 map and binary search	none	添字tripleはordered; 値は相異なる; jより前後のstrict count; 64bit三乗	Codex	2026-07-16	reviewed	比率7:5:3固有のevent countingとしてverifyのみ、公式sample一致
abc439	e	https://atcoder.jp/contests/abc439/tasks/abc439_e	https://atcoder.jp/contests/abc439/editorial/14994	2D strict chain; LIS with tie-breaking	find a maximum subset strictly increasing in both coordinates	A昇順・同AではB降順にsortしてBの狭義LISを取る	none	dp/sequence.hpp lis	none	端点接触も衝突; A同値を同時選択不可; B同値も不可; strict LIS	Codex	2026-07-16	reviewed	既存LIS APIを再利用し公式sample一致
abc439	f	https://atcoder.jp/contests/abc439/tasks/abc439_f	https://atcoder.jp/contests/abc439/editorial/14996	turning-point invariant; weighted endpoint subsequence counting	count subsequences whose first comparison rises and last comparison falls	各位置の左側小値数と右側小値数をFenwickで求め中央自由選択を2冪累積する	none	structure/fenwicktree.hpp; math/modint.hpp	none	長さ3を別項で含む; 順列なので等値なし; weighted prefix更新順; mod	Codex	2026-07-16	reviewed	端点比較への簡約が問題固有で既存Fenwickを使用、公式sample一致
abc439	g	https://atcoder.jp/contests/abc439/tasks/abc439_g	https://atcoder.jp/contests/abc439/editorial/14995	power projection; rational FPS merge; race probability	list [x^n]f(x)^i g(x) for all i and merge geometric rational terms	一人の未到達確率列をpower projectionし勝者別幾何級数を有理式mergeする	fps/powerprojection.hpp power_projection; fps/rational.hpp rational_sum	C++23 FPS composition	none	Dのx^N項は不要; f_N=0; f_{k-1}=0除外; 最終手番は別計算; mod確率	Codex	2026-07-16	reviewed	O(Nlog^2N) power projectionを新規追加し愚直property test・公式sample一致
abc440	c	https://atcoder.jp/contests/abc440/tasks/abc440_c	https://atcoder.jp/contests/abc440/editorial/15007	residue folding; circular fixed-window sum	minimize a fixed-length window after folding costs modulo the period	添字を2W剰余へ集約して円環上の長さW区間和をslideする	none	C++23 residue array	none	問題添字は1始まり; W>Nでは空区間可; 円環wrap; 64bit和	Codex	2026-07-16	reviewed	短い周期集約としてAPI化せず公式sample一致
